id,title,published,num_authors,categories,summary
1711.00146v1,A multitask deep learning model for real-time deployment in embedded systems,2017-10-31,2,cs.CV;cs.LG,"We propose an approach to Multitask Learning (MTL) to make deep learning models faster and lighter for applications in which multiple tasks need to be solved simultaneously, which is particularly useful in embedded, real-time systems. We develop a multitask model for both Object Detection and Semant"
1903.03040v2,Deep learning observables in computational fluid dynamics,2019-03-07,3,physics.comp-ph;cs.LG;math.NA;physics.flu-dyn;stat.ML,"Many large scale problems in computational fluid dynamics such as uncertainty quantification, Bayesian inversion, data assimilation and PDE constrained optimization are considered very challenging computationally as they require a large number of expensive (forward) numerical solutions of the corres"
2012.06469v1,DILIE: Deep Internal Learning for Image Enhancement,2020-12-11,2,cs.CV,We consider the generic deep image enhancement problem where an input image is transformed into a perceptually better-looking image. Recent methods for image enhancement consider the problem by performing style transfer and image restoration. The methods mostly fall into two categories: training dat
0708.4298v3,Dilatation structures in sub-riemannian geometry,2007-08-31,1,math.DG;math.MG,"Based on the notion of dilatation structure arXiv:math/0608536, we give an intrinsic treatment to sub-riemannian geometry, started in the paper arXiv:0706.3644 . Here we prove that regular sub-riemannian manifolds admit dilatation structures. From the existence of normal frames proved by Bellaiche w"
2512.23753v1,Generalized Regularized Evidential Deep Learning Models: Theory and Comprehensive Evaluation,2025-12-27,3,cs.LG;cs.AI,"Evidential deep learning (EDL) models, based on Subjective Logic, introduce a principled and computationally efficient way to make deterministic neural networks uncertainty-aware. The resulting evidential models can quantify fine-grained uncertainty using learned evidence. However, the Subjective-Lo"
1903.04717v2,Activation Analysis of a Byte-Based Deep Neural Network for Malware Classification,2019-03-12,2,cs.LG;cs.CR;stat.ML,"Feature engineering is one of the most costly aspects of developing effective machine learning models, and that cost is even greater in specialized problem domains, like malware classification, where expert skills are necessary to identify useful features. Recent work, however, has shown that deep l"
2302.04143v2,Predicting Thrombectomy Recanalization from CT Imaging Using Deep Learning Models,2023-02-08,6,eess.IV;cs.CV,"For acute ischemic stroke (AIS) patients with large vessel occlusions, clinicians must decide if the benefit of mechanical thrombectomy (MTB) outweighs the risks and potential complications following an invasive procedure. Pre-treatment computed tomography (CT) and angiography (CTA) are widely used "
2011.03712v1,DeepCFL: Deep Contextual Features Learning from a Single Image,2020-11-07,2,cs.CV,"Recently, there is a vast interest in developing image feature learning methods that are independent of the training data, such as deep image prior, InGAN, SinGAN, and DCIL. These methods are unsupervised and are used to perform low-level vision tasks such as image restoration, image editing, and im"
2511.05030v3,The Shape of Markets: Machine learning modeling and Prediction Using 2-Manifold Geometries,2025-11-07,2,q-fin.ST,"We introduce a Geometry Informed Model for financial forecasting by embedding high dimensional market data onto constant curvature 2manifolds. Guided by the uniformization theorem, we model market dynamics as Brownian motion on spherical S2, Euclidean R2, and hyperbolic H2 geometries. We further inc"
2403.12562v2,PePR: Performance Per Resource Unit as a Metric to Promote Small-Scale Deep Learning in Medical Image Analysis,2024-03-19,5,cs.LG;cs.AI;stat.ML,"The recent advances in deep learning (DL) have been accelerated by access to large-scale data and compute. These large-scale resources have been used to train progressively larger models which are resource intensive in terms of compute, data, energy, and carbon emissions. These costs are becoming a "
2107.02926v2,Solution of Physics-based Bayesian Inverse Problems with Deep Generative Priors,2021-07-06,3,stat.ML;cs.LG,"Inverse problems are ubiquitous in nature, arising in almost all areas of science and engineering ranging from geophysics and climate science to astrophysics and biomechanics. One of the central challenges in solving inverse problems is tackling their ill-posed nature. Bayesian inference provides a "
1206.3093v1,Sub-riemannian geometry from intrinsic viewpoint,2012-06-14,1,math.MG;math.DG,Gromov proposed to extract the (differential) geometric content of a sub-riemannian space exclusively from its Carnot-Carathéodory distance. One of the most striking features of a regular sub-riemannian space is that it has at any point a metric tangent space with the algebraic structure of a Carnot
2412.03084v2,Hybrid deep learning-based strategy for the hepatocellular carcinoma cancer grade classification of H&E stained liver histopathology images,2024-12-04,6,eess.IV;cs.CV;cs.LG;q-bio.QM,"Hepatocellular carcinoma (HCC) is a common type of liver cancer whose early-stage diagnosis is a common challenge, mainly due to the manual assessment of hematoxylin and eosin-stained whole slide images, which is a time-consuming process and may lead to variability in decision-making. For accurate d"
1803.07811v2,The LIR Method. $L^{r}$ solutions of elliptic equation in a complete riemannian manifold,2018-03-21,1,math.AP,"We introduce the Local Increasing Regularity Method (LIRM) which allows us to get from \emph{local} a priori estimates, on solutions $u$ of a linear equation $\displaystyle Du=ω,$ \emph{global} ones. As an application we shall prove that if $D$ is an elliptic linear differential operator of order $m"
1912.04229v1,DCIL: Deep Contextual Internal Learning for Image Restoration and Image Retargeting,2019-12-09,2,eess.IV;cs.CV,"Recently, there is a vast interest in developing methods which are independent of the training samples such as deep image prior, zero-shot learning, and internal learning. The methods above are based on the common goal of maximizing image features learning from a single image despite inherent techni"
2107.09957v2,Memorization in Deep Neural Networks: Does the Loss Function matter?,2021-07-21,2,cs.LG;cs.CV;stat.ML,"Deep Neural Networks, often owing to the overparameterization, are shown to be capable of exactly memorizing even randomly labelled data. Empirical studies have also shown that none of the standard regularization techniques mitigate such overfitting. We investigate whether the choice of the loss fun"
0303153v1,Riemannian geometry over different normed division algebra,2003-03-12,1,math.DG;math.AG;math.SG,"We develop a unifed theory to study geometry of manifolds with different holonomy groups. They are classified by (1) real, complex, quaternion or octonion number they are defined over and (2) being special or not. Specialty is an orientation with respect to the corresponding normed algebra A. For ex"
1705.03921v1,Why & When Deep Learning Works: Looking Inside Deep Learnings,2017-05-10,1,cs.LG,"The Intel Collaborative Research Institute for Computational Intelligence (ICRI-CI) has been heavily supporting Machine Learning and Deep Learning research from its foundation in 2012. We have asked six leading ICRI-CI Deep Learning researchers to address the challenge of ""Why & When Deep Learning w"
1912.06732v2,On the approximation of rough functions with deep neural networks,2019-12-13,3,math.NA;cs.LG;stat.ML,"Deep neural networks and the ENO procedure are both efficient frameworks for approximating rough functions. We prove that at any order, the ENO interpolation procedure can be cast as a deep ReLU neural network. This surprising fact enables the transfer of several desirable properties of the ENO proc"
1902.02060v3,On ADMM in Deep Learning: Convergence and Saturation-Avoidance,2019-02-06,4,cs.LG;math.OC;stat.ML,"In this paper, we develop an alternating direction method of multipliers (ADMM) for deep neural networks training with sigmoid-type activation functions (called \textit{sigmoid-ADMM pair}), mainly motivated by the gradient-free nature of ADMM in avoiding the saturation of sigmoid-type activations an"
1905.11027v9,A Geometric Modeling of Occam's Razor in Deep Learning,2019-05-27,2,cs.LG;stat.ML,"Why do deep neural networks (DNNs) benefit from very high dimensional parameter spaces? Their huge parameter complexities vs stunning performance in practice is all the more intriguing and not explainable using the standard theory of model selection for regular models. In this work, we propose a geo"
2506.14138v1,NeuroCoreX: An Open-Source FPGA-Based Spiking Neural Network Emulator with On-Chip Learning,2025-06-17,5,cs.NE;cs.AI,"Spiking Neural Networks (SNNs) are computational models inspired by the structure and dynamics of biological neuronal networks. Their event-driven nature enables them to achieve high energy efficiency, particularly when deployed on neuromorphic hardware platforms. Unlike conventional Artificial Neur"
2004.14942v1,"Memristors -- from In-memory computing, Deep Learning Acceleration, Spiking Neural Networks, to the Future of Neuromorphic and Bio-inspired Computing",2020-04-30,6,cs.ET;cs.NE,"Machine learning, particularly in the form of deep learning, has driven most of the recent fundamental developments in artificial intelligence. Deep learning is based on computational models that are, to a certain extent, bio-inspired, as they rely on networks of connected simple computing units ope"
2501.17172v1,Towards spiking analog hardware implementation of a trajectory interpolation mechanism for smooth closed-loop control of a spiking robot arm,2025-01-23,5,cs.NE;cs.RO,"Neuromorphic engineering aims to incorporate the computational principles found in animal brains, into modern technological systems. Following this approach, in this work we propose a closed-loop neuromorphic control system for an event-based robotic arm. The proposed system consists of a shifted Wi"
1606.00825v2,Training a Hidden Markov Model with a Bayesian Spiking Neural Network,2016-06-02,2,cs.NE,"It is of some interest to understand how statistically based mechanisms for signal processing might be integrated with biologically motivated mechanisms such as neural networks. This paper explores a novel hybrid approach for classifying segments of sequential data, such as individual spoken works. "
1810.10801v1,Adaptive motor control and learning in a spiking neural network realised on a mixed-signal neuromorphic processor,2018-10-25,5,cs.ET;cs.NE,Neuromorphic computing is a new paradigm for design of both the computing hardware and algorithms inspired by biological neural networks. The event-based nature and the inherent parallelism make neuromorphic computing a promising paradigm for building efficient neural network based architectures for
2310.05868v1,Bio-inspired computational memory model of the Hippocampus: an approach to a neuromorphic spike-based Content-Addressable Memory,2023-10-09,5,cs.NE;cs.LG,"The brain has computational capabilities that surpass those of modern systems, being able to solve complex problems efficiently in a simple way. Neuromorphic engineering aims to mimic biology in order to develop new systems capable of incorporating such capabilities. Bio-inspired learning systems co"
1810.03199v3,Pre-Synaptic Pool Modification (PSPM): A Supervised Learning Procedure for Spiking Neural Networks,2018-10-07,4,cs.NE;q-bio.NC,Learning synaptic weights of spiking neural network (SNN) models that can reproduce target spike trains from provided neural firing data is a central problem in computational neuroscience and spike-based computing. The discovery of the optimal weight values can be posed as a supervised learning task
1609.04846v1,A Tutorial about Random Neural Networks in Supervised Learning,2016-09-15,2,cs.NE,"Random Neural Networks (RNNs) are a class of Neural Networks (NNs) that can also be seen as a specific type of queuing network. They have been successfully used in several domains during the last 25 years, as queuing networks to analyze the performance of resource sharing in many engineering areas, "
2005.10904v1,Solving a steady-state PDE using spiking networks and neuromorphic hardware,2020-05-21,8,cs.NE;cs.CE,"The widely parallel, spiking neural networks of neuromorphic processors can enable computationally powerful formulations. While recent interest has focused on primarily machine learning tasks, the space of appropriate applications is wide and continually expanding. Here, we leverage the parallel and"
2503.17111v2,A Digital Machine Learning Algorithm Simulating Spiking Neural Network CoLaNET,2025-03-21,1,cs.NE,"During last several years, our research team worked on development of a spiking neural network (SNN) architecture, which could be used in the wide range of supervised learning classification tasks. It should work under the condition, that all participating signals (the classified object description,"
2006.04765v1,An Astrocyte-Modulated Neuromorphic Central Pattern Generator for Hexapod Robot Locomotion on Intel's Loihi,2020-06-08,2,cs.NE;cs.RO;q-bio.NC,"Locomotion is a crucial challenge for legged robots that is addressed ""effortlessly"" by biological networks abundant in nature, named central pattern generators (CPG). The multitude of CPG network models that have so far become biomimetic robotic controllers is not applicable to the emerging neuromo"
2002.07534v2,A Spiking Neural Network Emulating the Structure of the Oculomotor System Requires No Learning to Control a Biomimetic Robotic Head,2020-02-18,2,cs.RO;cs.NE;q-bio.NC,"Robotic vision introduces requirements for real-time processing of fast-varying, noisy information in a continuously changing environment. In a real-world environment, convenient assumptions, such as static camera systems and deep learning algorithms devouring high volumes of ideally slightly-varyin"
2405.04049v1,Watermarking Neuromorphic Brains: Intellectual Property Protection in Spiking Neural Networks,2024-05-07,3,cs.CR;cs.LG;cs.NE,"As spiking neural networks (SNNs) gain traction in deploying neuromorphic computing solutions, protecting their intellectual property (IP) has become crucial. Without adequate safeguards, proprietary SNN architectures are at risk of theft, replication, or misuse, which could lead to significant fina"
2505.14841v2,Learning with Spike Synchrony in Spiking Neural Networks,2025-04-14,6,cs.NE;cs.AI,"Spiking neural networks (SNNs) promise energy-efficient computation by mimicking biological neural dynamics, yet existing plasticity rules focus on isolated spike pairs and fail to leverage the synchronous activity patterns that drive learning in biological systems. We introduce spike-synchrony-depe"
2004.01656v3,Benchmarking Deep Spiking Neural Networks on Neuromorphic Hardware,2020-04-03,5,cs.NE,"With more and more event-based neuromorphic hardware systems being developed at universities and in industry, there is a growing need for assessing their performance with domain specific measures. In this work, we use the methodology of converting pre-trained non-spiking to spiking neural networks t"
2504.10053v2,Synthetic Biology meets Neuromorphic Computing: Towards a bio-inspired Olfactory Perception System,2025-04-14,5,cs.NE;cs.ET;q-bio.NC,"In this study, we explore how the combination of synthetic biology, neuroscience modeling, and neuromorphic electronic systems offers a new approach to creating an artificial system that mimics the natural sense of smell. We argue that a co-design approach offers significant advantages in replicatin"
2602.13747v1,The More the Merrier: Running Multiple Neuromorphic Components On-Chip for Robotic Control,2026-02-14,12,cs.RO,"It has long been realized that neuromorphic hardware offers benefits for the domain of robotics such as low energy, low latency, as well as unique methods of learning. In aiming for more complex tasks, especially those incorporating multimodal data, one hurdle continuing to prevent their realization"
2001.10696v5,Spiking Inception Module for Multi-layer Unsupervised Spiking Neural Networks,2020-01-29,4,cs.NE;cs.LG;q-bio.NC,"Spiking Neural Network (SNN), as a brain-inspired approach, is attracting attention due to its potential to produce ultra-high-energy-efficient hardware. Competitive learning based on Spike-Timing-Dependent Plasticity (STDP) is a popular method to train an unsupervised SNN. However, previous unsuper"
1805.03737v2,Graph Neural Networks for Learning Robot Team Coordination,2018-05-09,1,cs.RO;cs.LG;cs.MA,"This paper shows how Graph Neural Networks can be used for learning distributed coordination mechanisms in connected teams of robots. We capture the relational aspect of robot coordination by modeling the robot team as a graph, where each robot is a node, and edges represent communication links. Dur"
2306.03369v3,Event Encryption: Rethinking Privacy Exposure for Neuromorphic Imaging,2023-06-06,3,eess.SP,"Bio-inspired neuromorphic cameras sense illumination changes on a per-pixel basis and generate spatiotemporal streaming events within microseconds in response, offering visual information with high temporal resolution over a high dynamic range. Such devices often serve in surveillance systems due to"
2207.07073v1,Efficient spike encoding algorithms for neuromorphic speech recognition,2022-07-14,3,cs.NE;cs.SD;eess.AS,"Spiking Neural Networks (SNN) are known to be very effective for neuromorphic processor implementations, achieving orders of magnitude improvements in energy efficiency and computational latency over traditional deep learning approaches. Comparable algorithmic performance was recently made possible "
1807.02389v4,Accelerated physical emulation of Bayesian inference in spiking neural networks,2018-07-06,24,cs.NE;cs.ET,"The massively parallel nature of biological information processing plays an important role for its superiority to human-engineered computing devices. In particular, it may hold the key to overcoming the von Neumann bottleneck that limits contemporary computer architectures. Physical-model neuromorph"
1904.11243v1,NeuroPod: a real-time neuromorphic spiking CPG applied to robotics,2019-04-25,4,cs.RO;cs.NE,"Initially, robots were developed with the aim of making our life easier, carrying out repetitive or dangerous tasks for humans. Although they were able to perform these tasks, the latest generation of robots are being designed to take a step further, by performing more complex tasks that have been c"
2006.09985v2,An Efficient Spiking Neural Network for Recognizing Gestures with a DVS Camera on the Loihi Neuromorphic Processor,2020-05-16,4,cs.NE;cs.LG;stat.ML,"Spiking Neural Networks (SNNs), the third generation NNs, have come under the spotlight for machine learning based applications due to their biological plausibility and reduced complexity compared to traditional artificial Deep Neural Networks (DNNs). These SNNs can be implemented with extreme energ"
2404.03325v2,"Embodied Neuromorphic Artificial Intelligence for Robotics: Perspectives, Challenges, and Research Development Stack",2024-04-04,5,cs.RO;cs.AI;cs.LG;cs.NE,"Robotic technologies have been an indispensable part for improving human productivity since they have been helping humans in completing diverse, complex, and intensive tasks in a fast yet accurate and efficient way. Therefore, robotic technologies have been deployed in a wide range of applications, "
2504.00957v2,Enabling Efficient Processing of Spiking Neural Networks with On-Chip Learning on Commodity Neuromorphic Processors for Edge AI Systems,2025-04-01,3,cs.NE;cs.AI;cs.AR;cs.LG,"The rising demand for energy-efficient edge AI systems (e.g., mobile agents/robots) has increased the interest in neuromorphic computing, since it offers ultra-low power/energy AI computation through spiking neural network (SNN) algorithms on neuromorphic processors. However, their efficient impleme"
2602.02439v1,Energy-Efficient Neuromorphic Computing for Edge AI: A Framework with Adaptive Spiking Neural Networks and Hardware-Aware Optimization,2026-02-02,5,cs.NE;cs.ET;cs.LG,"Edge AI applications increasingly require ultra-low-power, low-latency inference. Neuromorphic computing based on event-driven spiking neural networks (SNNs) offers an attractive path, but practical deployment on resource-constrained devices is limited by training difficulty, hardware-mapping overhe"
2507.23562v1,Hardware-Aware Fine-Tuning of Spiking Q-Networks on the SpiNNaker2 Neuromorphic Platform,2025-07-31,3,cs.LG;cs.AR,"Spiking Neural Networks (SNNs) promise orders-of-magnitude lower power consumption and low-latency inference on neuromorphic hardware for a wide range of robotic tasks. In this work, we present an energy-efficient implementation of a reinforcement learning (RL) algorithm using quantized SNNs to solv"
2010.06746v2,Analogical and Relational Reasoning with Spiking Neural Networks,2020-10-14,3,cs.NE;cs.AI;cs.LG,"Raven's Progressive Matrices have been widely used for measuring abstract reasoning and intelligence in humans. However for artificial learning systems, abstract reasoning remains a challenging problem. In this paper we investigate how neural networks augmented with biologically inspired spiking mod"
1903.02504v2,Spiking Neural Network on Neuromorphic Hardware for Energy-Efficient Unidimensional SLAM,2019-03-06,3,cs.RO;cs.NE,"Energy-efficient simultaneous localization and mapping (SLAM) is crucial for mobile robots exploring unknown environments. The mammalian brain solves SLAM via a network of specialized neurons, exhibiting asynchronous computations and event-based communications, with very low energy consumption. We p"
1012.4657v2,An inverse problem of Calderon type with partial data,2010-12-21,2,math.SP;math.AP,A generalized variant of the Calderón problem from electrical impedance tomography with partial data for anisotropic Lipschitz conductivities is considered in an arbitrary space dimension $n \geq 2$. The following two results are shown: (i) The selfadjoint Dirichlet operator associated with an ellip
1709.07098v3,Talagrand Concentration Inequalities for Stochastic Partial Differential Equations,2017-09-20,2,math.PR,"One way to define the concentration of measure phenomenon is via Talagrand inequalities, also called transportation-information inequalities. That is, a comparison of the Wasserstein distance from the given measure to any other absolutely continuous measure with finite relative entropy. Such transpo"
1912.05497v2,Boundary value problems for elliptic partial differential equations,2019-12-11,1,math.AP,This course is intended as an introduction to the analysis of elliptic partial differential equations. The objective is to provide a large overview of the different aspects of elliptic partial differential equations and their modern treatment. Besides variational and Schauder methods we study the un
2404.02106v1,Neural Ordinary Differential Equation based Sequential Image Registration for Dynamic Characterization,2024-04-02,5,cs.CV;cs.CE,"Deformable image registration (DIR) is crucial in medical image analysis, enabling the exploration of biological dynamics such as organ motions and longitudinal changes in imaging. Leveraging Neural Ordinary Differential Equations (ODE) for registration, this extension work discusses how this framew"
1506.01230v2,Stability of solutions to stochastic partial differential equations,2015-06-03,2,math.AP;math.PR,"We provide a general framework for the stability of solutions to stochastic partial differential equations with respect to perturbations of the drift. More precisely, we consider stochastic partial differential equations with drift given as the subdifferential of a convex function and prove continuo"
2406.03919v2,Vectorized Conditional Neural Fields: A Framework for Solving Time-dependent Parametric Partial Differential Equations,2024-06-06,4,cs.LG;cs.AI;cs.CV;cs.NE;physics.comp-ph,"Transformer models are increasingly used for solving Partial Differential Equations (PDEs). Several adaptations have been proposed, all of which suffer from the typical problems of Transformers, such as quadratic memory and time complexity. Furthermore, all prevalent architectures for PDE solving la"
2604.22734v1,Radiation outer boundary conditions and near-to-far field signal transformations for the Bardeen-Press equation,2026-04-24,3,gr-qc;math.NA,Several theoretical and astrophysical problems - including gravitational-wave modeling for extreme mass-ratio inspirals - require accurate time-domain solutions of the spin-weight $s=-2$ Teukolsky equation in Boyer-Lindquist coordinates. Because such simulations are performed on finite computational
1005.4095v2,Regularity analysis for stochastic partial differential equations with nonlinear multiplicative trace class noise,2010-05-21,2,math.PR;math.AP,In this article spatial and temporal regularity of the solution process of a stochastic partial differential equation (SPDE) of evolutionary type with nonlinear multiplicative trace class noise is analyzed.
0704.1574v3,Retarded electric and magnetic fields of a moving charge: Feynman's derivation of Liénard-Wiechert potentials revisited,2007-04-12,1,physics.class-ph,"Retarded electromagnetic potentials are derived from Maxwell's equations and the Lorenz condition. The difference found between these potentials and the conventional Liénard-Wiechert ones is explained by neglect, for the latter, of the motion-dependence of the effective charge density. The correspon"
2005.00865v1,Neural Differential Equations for Single Image Super-resolution,2020-05-02,1,eess.IV;cs.LG;stat.ML,"Although Neural Differential Equations have shown promise on toy problems such as MNIST, they have yet to be successfully applied to more challenging tasks. Inspired by variational methods for image restoration relying on partial differential equations, we choose to benchmark several forms of Neural"
1409.5893v2,Fast evaluation of far-field signals for time-domain wave propagation,2014-09-20,2,math.NA;gr-qc,"Time-domain simulation of wave phenomena on a finite computational domain often requires a fictitious outer boundary. An important practical issue is the specification of appropriate boundary conditions on this boundary, often conditions of complete transparency. Attention to this issue has been pai"
1202.1038v2,Numerical simulations with a first order BSSN formulation of Einstein's field equations,2012-02-06,10,gr-qc,"We present a new fully first order strongly hyperbolic representation of the BSSN formulation of Einstein's equations with optional constraint damping terms. We describe the characteristic fields of the system, discuss its hyperbolicity properties, and present two numerical implementations and simul"
0409103v2,"Derivation of the Lorentz Force Law, the Magnetic Field Concept and the Faraday-Lenz Law using an Invariant Formulation of the Lorentz Transformation",2004-09-20,1,physics.class-ph;physics.ed-ph,"It is demonstrated how the right hand sides of the Lorentz Transformation equations may be written, in a Lorentz invariant manner, as 4--vector scalar products. This implies the existence of invariant length intervals analogous to invariant proper time intervals. This formalism, making essential use"
2306.14753v1,The Deep Arbitrary Polynomial Chaos Neural Network or how Deep Artificial Neural Networks could benefit from Data-Driven Homogeneous Chaos Theory,2023-06-26,6,cs.NE;stat.ML,"Artificial Intelligence and Machine learning have been widely used in various fields of mathematical computing, physical modeling, computational science, communication science, and stochastic analysis. Approaches based on Deep Artificial Neural Networks (DANN) are very popular in our days. Depending"
1204.6613v6,Maximum principles for boundary-degenerate second-order linear elliptic differential operators,2012-04-30,1,math.AP;math.PR;q-fin.PR,"We prove weak and strong maximum principles, including a Hopf lemma, for smooth subsolutions to equations defined by linear, second-order, partial differential operators whose principal symbols vanish along a portion of the domain boundary. The boundary regularity property of the smooth subsolutions"
0307133v1,Derivation of the Lorentz Force Law and the Magnetic Field Concept using an Invariant Formulation of the Lorentz Transformation,2003-07-28,1,physics.class-ph;physics.ed-ph,"It is demonstrated how the right hand sides of the Lorentz Transformation equations may be written, in a Lorentz invariant manner, as 4--vector scalar products. The formalism is shown to provide a short derivation, in which the 4--vector electromagnetic potential plays a crucial role, of the Lorentz"
0604089v3,Space-time transformation properties of inter-charge forces and dipole radiation: Breakdown of the classical field concept in relativistic electrodynamics,2006-04-11,1,physics.gen-ph,"A detailed study is made of the space-time transformation properties of intercharge forces and the associated electric and magnetic force fields, both in classical electrodynamics and in a recently developed relativistic classical electrodynamical theory. Important differences are found and serious "
1506.06630v2,"Comment on ""Measuring propagation speed of Coulomb fields"" [R. de Sangro {\it et al.} Eur. Phys. J.C (2015) 75:137]",2015-06-12,1,physics.gen-ph,Some remarks are made on the theoretical interpretation of recent experimental results on the propagation speed of electromagnetic force fields.
2510.05278v2,Decoding Partial Differential Equations: Cross-Modal Adaptation of Decoder-only Models to PDEs,2025-10-06,4,cs.LG;cs.CL,"While large language models are primarily used on natural language tasks, they have also shown great promise when adapted to new modalities, e.g., for scientific machine learning tasks. Most proposed approaches for such cross-modal adaptation of language models focus on encoder-only transformer mode"
2004.10883v1,Constrained Neural Ordinary Differential Equations with Stability Guarantees,2020-04-22,3,eess.SY;cs.LG;cs.NE,"Differential equations are frequently used in engineering domains, such as modeling and control of industrial systems, where safety and performance guarantees are of paramount importance. Traditional physics-based modeling approaches require domain expertise and are often difficult to tune or adapt "
1712.05067v1,Neural networks catching up with finite differences in solving partial differential equations in higher dimensions,2017-12-14,1,cs.NE,"Fully connected multilayer perceptrons are used for obtaining numerical solutions of partial differential equations in various dimensions. Independent variables are fed into the input layer, and the output is considered as solution's value. To train such a network one can use square of equation's re"
1504.07523v6,Power spectrum and diffusion of the Amari neural field,2015-04-28,1,q-bio.NC;nlin.PS,"We study the power spectrum of a space-time dependent neural field which describes the average membrane potential of neurons in a single layer. This neural field is modelled by a dissipative integro-differential equation, the so-called Amari equation. By considering a small perturbation with respect"
1210.5831v1,Stability of a critical nonlinear neutral delay differential equation,2012-10-22,2,math.CA,"This work deals with a scalar nonlinear neutral delay differential equation issued from the study of wave propagation. A critical value of the coefficients is considered, where only few results are known. The difficulty follows from the fact that the spectrum of the linear operator is asymptotically"
2306.16524v2,Hyena Neural Operator for Partial Differential Equations,2023-06-28,3,cs.LG;cs.AI;math.NA,"Numerically solving partial differential equations typically requires fine discretization to resolve necessary spatiotemporal scales, which can be computationally expensive. Recent advances in deep learning have provided a new approach to solving partial differential equations that involves the use "
1708.07469v5,DGM: A deep learning algorithm for solving partial differential equations,2017-08-24,2,q-fin.MF;math.NA;q-fin.CP;stat.ML,"High-dimensional PDEs have been a longstanding computational challenge. We propose to solve high-dimensional PDEs by approximating the solution with a deep neural network which is trained to satisfy the differential operator, initial condition, and boundary conditions. Our algorithm is meshfree, whi"
2506.16000v1,Quantum Artificial Intelligence for Secure Autonomous Vehicle Navigation: An Architectural Proposal,2025-06-19,2,cs.ET;cs.AI;cs.RO;quant-ph,"Navigation is a very crucial aspect of autonomous vehicle ecosystem which heavily relies on collecting and processing large amounts of data in various states and taking a confident and safe decision to define the next vehicle maneuver. In this paper, we propose a novel architecture based on Quantum "
2309.01461v1,Joint vehicle state and parameters estimation via Twin-in-the-Loop observers,2023-09-04,3,eess.SY,"Vehicular control systems are required to be both extremely reliable and robust to different environmental conditions, e.g. load or tire-road friction. In this paper, we extend a new paradigm for state estimation, called Twin-in-the-Loop filtering (TiL-F), to the estimation of the unknown parameters"
2506.10461v1,Automating Multi-Tenancy Performance Evaluation on Edge Compute Nodes,2025-06-12,4,cs.DC,"Edge Computing emerges as a promising alternative of Cloud Computing, with scalable compute resources and services deployed in the path between IoT devices and Cloud. Since virtualization techniques can be applied on Edge compute nodes, administrators can share their Edge infrastructures among multi"
1411.3958v3,Edge-state enhanced transport in a 2-dimensional quantum walk,2014-11-14,2,cond-mat.mes-hall;quant-ph,"Quantum walks on translation invariant regular graphs spread quadratically faster than their classical counterparts. The same coherence that gives them this quantum speedup inhibits, or even stops their spread in the presence of disorder. We ask how to create an efficient transport channel from a fi"
2007.04193v2,Mobility driven Cloud-Fog-Edge Framework for Location-aware Services: A Comprehensive Review,2020-07-05,2,cs.DC;cs.NI;eess.SP,"With the pervasiveness of IoT devices, smart-phones and improvement of location-tracking technologies huge volume of heterogeneous geo-tagged (location specific) data is generated which facilitates several location-aware services. The analytics with this spatio-temporal (having location and time dim"
1705.08449v4,Developing an edge computing platform for real-time descriptive analytics,2017-05-23,3,cs.CY;cs.DC;cs.NI,"The Internet of Mobile Things encompasses stream data being generated by sensors, network communications that pull and push these data streams, as well as running processing and analytics that can effectively leverage actionable information for transportation planning, management, and business advan"
1909.06459v1,F-Cooper: Feature based Cooperative Perception for Autonomous Vehicle Edge Computing System Using 3D Point Clouds,2019-09-13,1,cs.CV,"Autonomous vehicles are heavily reliant upon their sensors to perfect the perception of surrounding environments, however, with the current state of technology, the data which a vehicle uses is confined to that from its own sensors. Data sharing between vehicles and/or edge servers is limited by the"
2007.01156v1,Enhancing Autonomy with Blockchain and Multi-Access Edge Computing in Distributed Robotic Systems,2020-07-01,4,cs.DC;eess.SP,This conceptual paper discusses how different aspects involving the autonomous operation of robots and vehicles will change when they have access to next-generation mobile networks. 5G and beyond connectivity is bringing together a myriad of technologies and industries under its umbrella. High-bandw
1706.06535v1,Combining edge and cloud computing for mobility analytics,2017-06-20,4,cs.DC;cs.CY;cs.NI,Mobility analytics using data generated from the Internet of Mobile Things (IoMT) is facing many challenges which range from the ingestion of data streams coming from a vast number of fog nodes and IoMT devices to avoiding overflowing the cloud with useless massive data streams that can trigger bott
1801.05610v3,A Taxonomy for Management and Optimization of Multiple Resources in Edge Computing,2018-01-17,2,cs.DC,"Edge computing is promoted to meet increasing performance needs of data-driven services using computational and storage resources close to the end devices, at the edge of the current network. To achieve higher performance in this new paradigm one has to consider how to combine the efficiency of reso"
2009.00041v1,Design and Simulation of a Hybrid Architecture for Edge Computing in 5G and Beyond,2020-08-31,6,cs.DC;eess.SP,"Edge Computing in 5G and Beyond is a promising solution for ultra-low latency applications (e.g. Autonomous Vehicle, Augmented Reality, and Remote Surgery), which have an extraordinarily low tolerance for the delay and require fast data processing for a very high volume of data. The requirements of "
2210.07842v1,ENTS: An Edge-native Task Scheduling System for Collaborative Edge Computing,2022-10-14,6,cs.NI;cs.DC,"Collaborative edge computing (CEC) is an emerging paradigm enabling sharing of the coupled data, computation, and networking resources among heterogeneous geo-distributed edge nodes. Recently, there has been a trend to orchestrate and schedule containerized application workloads in CEC, while Kubern"
